Measurement #,Actual Engine Torque Static at Clutch (Nm),Air Temperature Sensor Voltage[HFM] (V),Air Temperature Sensor Voltage[ICO_DOWN] (V),Averaged Signal Voltage of Fuel Pressure Sensor (V),Battery Temperature (degree C),Blower Switch (   ),Coolant Temperature-ENG_Block (degree C),Coolant Temperature-ENG_Head (degree C),Coolant Temperature(Voltage)-ENG_Block (V),Coolant Temperature(Voltage)-ENG_Head (V),Cruise Control State (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[0] (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[1] (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[2] (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[3] (   ),Elec. Fuel Pump Relay (   ),Electrical Fuel Heater Relay Activated (   ),Engine Cooling Fan State (   ),Engine Operating State (   ),Engine Speed (rpm),Exhaust Temperature Sensor 0 Value-Upstream of the Turbo (degree C),Exhaust Temperature Sensor 0 Voltage-Upstream of the Turbo (V),Exhaust Temperature Sensor 1 Value-Upstream of Oxidation Catalyst (degree C),Exhaust Temperature Sensor 1 Voltage-Upstream of Oxidation Catalyst (V),Exhaust Temperature Sensor 2 Value-Upstream of DPF (degree C),Exhaust Temperature Sensor 2 Voltage-Upstream of DPF (V),Exhaust Temperature Sensor 3 Value-Upstream of the SCR (degree C),Exhaust Temperature Sensor 3 Voltage-Upstream of the SCR (V),Filtered Voltage from the Raw Voltage of Water in Fuel Analog Sensor (V),Fuel Correction by Injector Code-Cyl #1 (mg/stroke),Fuel Correction by Injector Code-Cyl #2 (mg/stroke),Fuel Correction by Injector Code-Cyl #3 (mg/stroke),Fuel Correction by Injector Code-Cyl #4 (mg/stroke),Fuel Pressure Set Point Value (MPa),Fuel Pressure Setpoint Maximum Limitation (MPa),Fuel Quantity (mg/stroke),Fuel Temperature Sensor (degree C),Gearbox Neutral Position Status Signal (   ),Immobilizer Status (   ),Intake Gas Temperature at HFM (degree C),Intake Gas Temperature Downstream Intercooler (degree C),Maximal Injection Time (ms),Oil Temperature (degree C),On-board Diagnosis State of the Gearbox by Gearbox Control Unit (   ),Oxygen Sensor Temperture 1 (Upstream) (degree C),Oxygen Sensor Temperture 2 (Downstream) (degree C),Position of Boost Pressure Actuator (%),Rail Pressure (MPa),Raw Voltage of Boost Pressure Sensor (V),Setpoint for the MAIN Injection Quantity (mg/stroke),Setpoint for the POST Injections Quantity[0] (mg/stroke),Setpoint for the POST Injections Quantity[1] (mg/stroke),Setpoint for the POST Injections Quantity[2] (mg/stroke),Setpoint for the PREV Injections Quantity[1] (mg/stroke),Setpoint for the PREV Injections Quantity[2] (mg/stroke),Speed Sensor Information Input State (   ),State of Charge (%),State of Function (V),State of Health (%),Status of Aftersales Particulate Filter Regeneration Process (   ),Status of Glow Control Unit (   ),Time Based Fuel Consumption (L/h),Value of Actual Absolute Brake Boost Pressure (hPa),Vehicle Speed (km/h),Voltage from Differential Pressure Sensor on EGR Valve (V),Voltage from Differential Pressure Sensor on Particulate Filter (V),Voltage Raw Value of Fuel Temperature (V)
808,207.125,2.406,2.013,2.480,24.750,ON,98.047,89.203,0.472,0.376,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1825,813.537,2.117,312.350,1.499,295.225,1.470,288.287,1.458,0,-0.608,0.912,0,-0.912,129.566,196.326,41.160,39,OFF,Learnt,21.703,29.773,8,100,0,801.500,803.750,67.166,129.065,3.521,38.120,0,0,0,1.100,1.412,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.013,932.902,102,1.243,1.127,1.658
809,223,2.408,1.970,2.658,24.750,ON,98.047,90.438,0.459,0.376,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1851,540.662,1.836,319.600,1.510,295.225,1.470,287.537,1.456,0,-0.608,0.912,0,-0.912,145.471,198.480,41.988,39,OFF,Learnt,21.656,30.789,8,100,0,799.812,801.500,63.962,145.276,3.625,39.228,0,0,0,1.096,1.388,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.031,932.902,103,1.277,1.193,1.659
810,208,2.412,1.943,2.584,24.750,ON,97.930,91.781,0.444,0.377,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1865,809.725,2.161,326.100,1.521,295.912,1.471,286.162,1.454,0,-0.608,0.912,0,-0.912,142.804,199.683,37.596,39,OFF,Learnt,21.578,31.453,8,100,0,801.500,799.812,54.143,142.774,2.505,32.432,0,0,0,1.112,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.042,932.902,105,1.295,1.202,1.658
811,97.875,2.408,1.929,2.019,24.750,ON,98.047,93.234,0.428,0.376,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1866,606.100,1.917,327.600,1.526,296.600,1.472,285.475,1.453,0,-0.608,0.912,0,-0.912,103.522,199.121,20.588,39,OFF,Learnt,21.656,31.812,8,100,0,803.750,801.500,76.344,103.638,2.676,16.044,1.532,0,0,1.308,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.034,932.902,105,1.113,1.102,1.659
812,214.125,2.406,1.910,2.557,24.750,ON,97.930,94.352,0.416,0.377,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1875,899.975,2.441,328.350,1.526,297.350,1.473,284.787,1.451,0,-0.608,0.912,0,-0.912,136.304,200.006,40.152,39,OFF,Learnt,21.703,32.266,8,100,0,799.812,803.750,75.708,135.278,3.655,37.040,0,0,0,1.100,1.424,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.049,932.902,105,1.279,1.156,1.658
813,191.125,2.412,1.877,2.503,24.750,ON,97.820,95.023,0.409,0.378,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1895,859.912,2.179,332.037,1.532,298.725,1.476,283.412,1.449,0,-0.608,0.912,0,-0.912,137.659,201.764,33.440,39,OFF,Learnt,21.578,33.078,8,100,0,797.750,799.812,74.709,137.958,3.784,29.356,0,0,0,1.200,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.063,932.902,106,1.340,1.218,1.659
814,134.500,2.415,1.866,2.210,24.750,ON,98.047,92.562,0.436,0.376,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1852,527.537,1.819,323.225,1.519,300.850,1.479,282.662,1.448,0,-0.608,0.912,0,-0.912,118.427,202.326,24.412,39,OFF,Learnt,21.531,33.344,8,100,0,798.812,801.500,59.767,118.573,4.187,19.792,0.968,0,0,1.324,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.099,931.658,106,1.354,1.199,1.659
815,202.250,2.418,1.857,2.534,24.750,ON,98.266,89.094,0.474,0.374,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1966,741.350,2.065,321.787,1.514,303.725,1.483,281.975,1.447,0,-0.608,0.912,0,-0.912,141.577,205.286,30.560,39,OFF,Learnt,21.453,33.586,8,100,0,796.750,799.812,56.131,144.086,4.263,27.124,0,0,0,1.256,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.132,932.902,107,1.257,1.180,1.660
816,258.875,2.419,1.846,2.758,24.750,OFF,98.383,89.320,0.471,0.372,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1960,810.975,2.133,326.100,1.521,305.912,1.488,280.600,1.444,0,-0.608,0.912,0,-0.912,141.022,206.561,48.104,39,OFF,Learnt,21.430,33.852,8,100,0,803.750,799.812,75.287,140.436,3.741,45.696,0,0,0,1.080,1.256,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.160,932.902,109,1.407,1.201,1.659
817,81.500,2.419,1.835,1.943,24.750,OFF,98.602,90.883,0.454,0.370,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1954,787.975,2.086,324.662,1.523,308.787,1.493,279.225,1.443,0,-0.608,0.912,0,-0.912,97.723,209.522,17.268,39,OFF,Learnt,21.430,34.125,8,100,0,796.750,799.812,61.682,98.157,4.200,39.340,0,0,0,1.100,1.368,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.150,931.658,109,1.305,1.187,1.660
818,186.375,2.419,1.813,2.635,24.750,OFF,98.719,92.562,0.436,0.369,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1971,751.037,2.107,326.100,1.521,310.912,1.495,278.537,1.440,0,-0.608,0.912,0,-0.912,149.890,210.004,33.260,39,OFF,Learnt,21.430,34.664,8,100,0,798.812,799.812,50.865,153.302,4.415,33.544,0,0,0,1.100,1.476,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.182,932.902,110,1.438,1.244,1.660
819,180.750,2.419,1.791,2.548,24.750,OFF,98.828,94.125,0.419,0.367,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2061,556.162,1.855,335.725,1.536,313.100,1.500,277.787,1.439,0,-0.608,0.912,0,-0.912,143.329,210.004,29.688,39,OFF,Learnt,21.430,35.203,8,100,0,796.750,799.812,52.722,140.088,4.207,49.248,0,0,0,1.096,1.200,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.214,931.658,112,1.345,1.202,1.659
820,274,2.419,1.777,2.937,24.750,OFF,98.828,95.133,0.408,0.367,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2065,804.600,2.168,343.100,1.549,315.975,1.505,277.787,1.439,0,-0.608,0.912,0,-0.912,159.302,210.004,52.368,39,OFF,Learnt,21.430,35.539,8,100,0,805.625,803.750,75.568,157.636,3.613,49.972,0,0,0,1.100,1.200,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.247,932.902,114,1.581,1.274,1.660
821,274.500,2.418,1.760,2.643,24.750,OFF,99.055,92.562,0.436,0.365,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2064,691.287,1.980,343.850,1.552,318.850,1.510,277.162,1.438,0,-0.608,0.912,0,-0.912,131.561,210.004,52.288,39,OFF,Learnt,21.453,35.961,8,100,0,803.750,801.500,57.135,129.529,4.146,50,0,0,0,1.100,1.200,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.290,931.658,115,1.542,1.292,1.660
822,152.500,2.419,1.737,2.461,24.750,OFF,99.500,85.852,0.509,0.360,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2073,594.850,1.903,350.537,1.561,321.037,1.514,276.475,1.437,0,-0.608,0.912,0,-0.912,135.474,210.004,25.552,39,OFF,Learnt,21.430,36.531,8,101,0,799.812,799.812,55.142,133.087,2.267,22.736,0,0,0,1.240,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.294,932.902,116,1.274,1.233,1.660
823,-16.750,2.411,1.738,1.317,24.750,ON,99.727,86.859,0.498,0.358,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Fuel Cut Off,2044,497.912,1.787,346.100,1.558,323.225,1.517,275.787,1.436,0,-0.608,0.912,0,-0.912,56.775,210.004,0,39,OFF,Learnt,21.602,36.500,8,101,0,799.812,801.500,66.669,58.637,1.902,0,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.265,932.902,115,1.129,1.097,1.659
824,209.500,2.406,1.758,1.952,24.750,ON,99.945,89.430,0.470,0.355,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2050,429.225,1.683,329.037,1.527,323.912,1.519,275.100,1.436,0,-0.608,0.912,0,-0.912,83.862,210.004,39.720,39,OFF,Learnt,21.703,36.016,8,101,0,805.625,799.812,52.008,82.837,3.276,44.668,0,0,0,1.100,1.272,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.261,931.658,114,1.240,1.128,1.659
825,265.500,2.415,1.749,3.011,24.750,ON,100.062,91.219,0.450,0.354,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2077,701.537,2.097,343.850,1.548,326.100,1.522,275.100,1.434,0,-0.608,0.912,0,-0.912,168.079,210.004,52.352,39,OFF,Learnt,21.531,36.227,8,100,0,799.812,799.812,56.770,167.877,3.849,49.268,0,0,0,1.100,1.200,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.294,931.658,115,1.532,1.255,1.659
826,261.125,2.419,1.733,3.051,24.750,ON,96.703,90.547,0.458,0.391,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2109,849.100,2.153,365.850,1.584,329.787,1.527,275.100,1.434,0,-0.608,0.912,0,-0.912,172.614,210.004,50.400,39,OFF,Learnt,21.430,36.617,8,100,0,799.812,799.812,57.770,172.742,3.663,46.652,0,0,0,1.100,1.240,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.330,931.658,118,1.479,1.229,1.659
827,234.625,2.423,1.721,2.968,24.750,ON,93.789,86.070,0.507,0.422,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2127,691.287,2.013,377.537,1.604,332.787,1.533,275.100,1.434,0,-0.608,0.912,0,-0.912,166.364,210.004,44.464,39,OFF,Learnt,21.359,36.922,8,101,0,803.750,801.500,54.573,166.248,3.424,41.956,0,0,0,1.100,1.320,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.376,931.658,119,1.355,1.223,1.659
828,177.875,2.422,1.708,2.678,24.750,ON,94.016,85.398,0.514,0.420,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2141,780.537,2.104,382.287,1.613,335.725,1.537,275.100,1.434,0,-0.608,0.912,0,-0.912,149.378,210.004,31.072,39,OFF,Learnt,21.383,37.250,8,101,0,799.812,799.812,60.266,149.371,2.910,26.508,0,0,0,1.156,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.384,931.658,120,1.229,1.218,1.660
829,164.875,2.417,1.699,2.598,24.750,ON,93.906,80.586,0.566,0.421,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2142,634.287,1.957,379.100,1.608,338.662,1.543,275.100,1.434,0,-0.608,0.912,0,-0.912,141.766,210.004,29.180,39,OFF,Learnt,21.484,37.461,8,101,0,801.500,801.500,64.243,141.785,2.788,25.512,0,0,0,1.168,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.391,931.658,120,1.248,1.156,1.660
830,185.250,2.417,1.687,2.663,24.750,ON,94.125,84.508,0.524,0.419,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2151,624.787,1.938,375.975,1.603,341.662,1.548,275.100,1.434,0,-0.608,0.912,0,-0.912,145.740,210.004,32.568,39,OFF,Learnt,21.484,37.758,8,101,0,799.812,801.500,55.423,145.783,3.142,29.884,0,0,0,1.116,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.402,930.497,120,1.285,1.182,1.659
831,146.500,2.418,1.677,2.533,24.750,ON,94.352,87.414,0.492,0.416,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2154,765.600,2.083,372.787,1.599,345.350,1.553,275.100,1.434,0,-0.608,0.912,0,-0.912,138.629,210.004,26.608,39,OFF,Learnt,21.453,38,8,101,0,799.812,799.812,57.416,138.825,2.689,23.976,0,0,0,1.176,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.405,931.658,121,1.205,1.172,1.658
832,123.500,2.416,1.680,2.288,24.750,ON,94.352,89.430,0.470,0.416,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2141,521.912,2.094,371.225,1.597,347.600,1.558,275.100,1.434,0,-0.608,0.912,0,-0.912,126.959,210.004,20.808,39,OFF,Learnt,21.508,37.938,8,101,0,801.500,801.500,58.337,127.783,1.969,11.876,1.500,0,0,1.172,1.436,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.409,931.658,121,1.227,1.146,1.656
833,13.875,2.412,1.692,1.519,24.750,ON,94.578,90.883,0.454,0.414,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2127,445.225,1.714,355.912,1.575,349.787,1.561,274.412,1.433,0,-0.608,0.912,0,-0.912,59.937,210.004,8.500,39,OFF,Learnt,21.578,37.641,8,101,0,799.812,801.500,70.941,59.296,2.986,8.092,1.184,0,0,1.160,1.384,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.387,931.658,119,1.177,1.105,1.658
834,164.750,2.412,1.693,2.552,24.750,ON,94.461,91.445,0.448,0.415,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2129,899.975,2.295,350.537,1.563,352.100,1.564,274.412,1.433,0,-0.608,0.912,0,-0.912,138.049,210.004,29.004,39,OFF,Learnt,21.578,37.609,8,101,0,799.812,799.812,59.193,137.775,3.534,26.868,0,0,0,1.152,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.398,931.658,119,1.243,1.178,1.658
835,184.250,2.416,1.683,2.665,24.750,ON,94.352,92.336,0.438,0.416,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2140,790.475,2.133,350.537,1.563,354.350,1.567,275.100,1.434,0,-0.608,0.912,0,-0.912,146.259,210.004,32.292,39,OFF,Learnt,21.508,37.852,8,101,0,801.500,799.812,50.652,146.240,2.880,28.776,0,0,0,1.128,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.409,931.658,120,1.307,1.234,1.656
836,152.250,2.413,1.685,2.514,24.750,ON,94.578,93.008,0.431,0.414,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2139,899.975,2.170,351.287,1.564,355.912,1.571,275.787,1.436,0,-0.608,0.912,0,-0.912,137.561,210.004,27.012,39,OFF,Learnt,21.555,37.820,8,101,0,801.500,801.500,56.552,137.726,2.654,23.124,0,0,0,1.184,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.412,931.658,120,1.233,1.145,1.655
837,1.750,2.415,1.689,1.449,24.750,ON,94.914,93.906,0.421,0.410,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Pull,2112,469.412,1.747,352.100,1.567,356.662,1.572,275.787,1.436,0,-0.608,0.912,0,-0.912,77.045,210.004,3.324,39,OFF,Learnt,21.531,37.695,8,101,0,798.812,799.812,65.036,80.438,1.866,0.864,0,0,0,0.876,0.936,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.398,930.497,119,1.177,1.127,1.656
838,-24.125,2.411,1.710,1.329,24.750,ON,95.586,94.461,0.415,0.403,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Fuel Cut Off,2088,402.162,1.652,334.975,1.541,357.412,1.573,275.787,1.436,0,-0.608,0.912,0,-0.912,53.345,210.004,0,39,OFF,Learnt,21.602,37.188,8,101,0,801.500,801.500,65.601,55.774,1.824,0,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.366,930.497,117,1.152,1.107,1.655
839,-24.250,2.411,1.729,1.308,24.750,ON,96.141,94.797,0.411,0.397,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Fuel Cut Off,2053,336.475,1.548,314.537,1.506,357.412,1.573,275.787,1.436,0,-0.608,0.912,0,-0.912,52.222,210.004,0,39,OFF,Learnt,21.602,36.734,8,101,0,801.500,799.812,63.539,54.395,1.801,0,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.333,931.658,115,1.130,1.101,1.654
840,59.625,2.410,1.749,1.784,24.750,ON,96.812,95.023,0.409,0.389,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2040,304.412,1.486,301.537,1.481,357.412,1.573,275.787,1.436,0,-0.608,0.912,0,-0.912,74.762,210.004,19.032,39,OFF,Learnt,21.625,36.227,8,101,0,799.812,799.812,70.514,74.213,3.081,24.028,0,0,0,1.268,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.308,930.497,114,1.136,1.099,1.655
841,-7,2.408,1.749,1.390,24.750,ON,97.594,95.250,0.406,0.381,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Pull,2021,343.850,1.565,301.537,1.482,357.412,1.573,275.787,1.436,0,-0.608,0.912,0,-0.912,62.976,210.004,3.152,39,OFF,Learnt,21.656,36.227,8,102,0,797.750,798.812,73.781,63.623,2.216,0.764,0,0,0,0,0.776,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.279,931.658,113,1.083,1.078,1.654
842,-24.375,2.410,1.769,1.279,24.750,ON,98.156,95.023,0.409,0.375,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Fuel Cut Off,1985,308.787,1.499,288.975,1.462,356.662,1.573,275.787,1.436,0,-0.608,0.912,0,-0.912,50.720,208.081,0,39,OFF,Learnt,21.625,35.750,8,102,0,799.812,801.500,73.784,52.435,2.195,0,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.250,931.658,112,1.190,1.113,1.655
843,33.500,2.408,1.787,1.433,24.750,ON,98.719,93.125,0.430,0.369,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1966,277.787,1.442,277.162,1.438,355.162,1.571,276.475,1.437,0,-0.608,0.912,0,-0.912,58.582,206.806,9.236,39,OFF,Learnt,21.656,35.297,8,102,0,801.500,801.500,70.511,58.295,2.408,8.476,1.152,0,0,1.252,1.420,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.232,931.658,110,1.108,1.084,1.654
844,136,2.406,1.794,2.184,24.750,ON,99.164,92.672,0.435,0.364,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1962,325.350,1.521,277.787,1.437,355.162,1.570,275.787,1.437,0,-0.608,0.912,0,-0.912,115.735,206.403,24.140,39,OFF,Learnt,21.703,35.117,8,102,0,801.500,801.500,56.848,115.894,2.109,17.756,1.768,0,0,1.316,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.229,930.497,110,1.145,1.140,1.654
845,-21.125,2.408,1.807,1.338,24.750,ON,99.273,93.344,0.427,0.363,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1955,343.100,1.550,284.100,1.450,353.600,1.567,276.475,1.437,0,-0.608,0.912,0,-0.912,55.566,204.962,5.220,39,OFF,Learnt,21.656,34.812,8,102,0,799.812,799.812,76.274,57.245,2.871,7.128,1.016,0,0,1.200,1.312,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.204,931.658,109,1.168,1.117,1.654
846,108,2.411,1.810,2.177,24.750,ON,99.273,93.906,0.421,0.363,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1945,561.037,1.862,288.287,1.456,351.287,1.565,277.162,1.437,0,-0.608,0.912,0,-0.912,115.747,204.163,22.368,39,OFF,Learnt,21.602,34.727,8,102,0,797.750,798.812,47.377,117.023,2.092,17.624,1.752,0,0,1.316,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.222,931.658,109,1.201,1.177,1.655
847,-24.500,2.410,1.826,1.258,24.750,ON,99.500,94.578,0.414,0.360,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Fuel Cut Off,1917,373.600,1.606,291.725,1.465,349.787,1.563,277.162,1.438,0,-0.608,0.912,0,-0.912,52.441,202.881,0,39,OFF,Learnt,21.625,34.336,8,102,0,801.500,799.812,68.588,53.485,1.830,0,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.171,930.497,108,1.143,1.094,1.654
848,-24.125,2.411,1.844,1.238,24.750,ON,99.609,95.023,0.409,0.359,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Fuel Cut Off,1887,318.162,1.516,279.225,1.443,346.850,1.558,277.787,1.439,0,-0.608,0.912,0,-0.912,48.328,200.403,0,39,OFF,Learnt,21.602,33.883,8,102,0,799.812,799.812,69.090,51.141,1.957,0,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.142,931.658,106,1.105,1.094,1.654
849,35,2.411,1.860,1.374,24.750,ON,99.273,95.133,0.408,0.363,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1868,282.662,1.451,268.350,1.423,345.350,1.554,277.787,1.439,0,-0.608,0.912,0,-0.912,55.664,199.201,10.260,39,OFF,Learnt,21.602,33.492,8,102,0,799.812,799.812,72.363,55.304,2.375,7.928,1.108,0,0,1.228,1.436,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.124,931.658,105,1.106,1.084,1.655
850,133.375,2.410,1.866,1.968,24.750,ON,99.273,94.914,0.410,0.363,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1857,354.350,1.569,269.037,1.423,342.412,1.549,277.787,1.439,0,-0.608,0.912,0,-0.912,111.554,198.963,22.720,39,OFF,Learnt,21.625,33.344,8,102,0,799.812,801.500,60.480,112.195,2.004,11.264,1.348,0,0,1.300,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.121,931.658,104,1.139,1.149,1.653
851,35,2.408,1.875,1.414,24.750,ON,99.609,94.578,0.414,0.359,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1838,332.787,1.539,273.787,1.432,339.412,1.544,277.787,1.439,0,-0.608,0.912,0,-0.912,67.957,197.125,10.560,39,OFF,Learnt,21.656,33.133,8,102,0,799.812,799.812,76.778,68.536,1.805,4.944,0,0,0,1,1.184,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.103,930.497,104,1.083,1.088,1.654
852,156.125,2.405,1.882,2.121,24.750,ON,100.062,92,0.442,0.354,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1844,517.225,1.792,274.412,1.432,336.475,1.539,277.787,1.439,0,-0.608,0.912,0,-0.912,96.686,197.443,29.912,39,OFF,Learnt,21.727,32.953,8,102,0,803.750,801.500,76.634,94.965,3.579,31.584,0,0,0,1.148,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.092,930.497,103,1.146,1.104,1.655
853,215.625,2.412,1.863,2.580,24.750,ON,100.062,91.445,0.448,0.354,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1860,553.287,1.873,284.787,1.449,333.475,1.534,278.537,1.439,0,-0.608,0.912,0,-0.912,144.049,197.681,40.044,39,OFF,Learnt,21.578,33.438,8,102,0,801.500,798.812,48.016,144.159,2.394,27.188,0,0,0,1.272,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.110,930.497,104,1.240,1.211,1.654
854,-23,2.413,1.869,1.239,24.750,ON,94.688,89.656,0.468,0.413,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Fuel Cut Off,1846,398.100,1.646,289.662,1.460,329.037,1.528,279.225,1.442,0,-0.608,0.912,0,-0.912,51.306,196.405,0,39,OFF,Learnt,21.555,33.281,8,102,0,799.812,801.500,76.273,52.136,2.354,0,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.078,931.658,103,1.123,1.090,1.655
855,249.875,2.413,1.879,2.445,24.750,ON,90.992,85.180,0.516,0.453,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,1853,598.850,1.921,286.162,1.451,325.350,1.522,279.912,1.443,0,-0.608,0.912,0,-0.912,118.512,198.725,50.216,39,OFF,Learnt,21.555,33.047,8,102,0,803.750,801.500,62.471,117.285,3.988,49.616,0,0,0,1.040,1.200,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.106,930.497,103,1.296,1.161,1.655
